,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,sex_ratio,literacy_rate
120,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,534976,8600,1319586,57273,3237,1985,497,82,262539,12107,33662,136131,363156,133594,196456,95730,108400,1049555,246993,6016,92.0,74.0
121,Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,847440,11359,1810443,320805,4392,1873,1086,136,386538,11573,30384,255785,491009,194057,199634,74029,87523,1320610,502873,5028,94.0,65.0
122,Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,776228,10802,1608921,442355,6192,6353,490,98,403294,9631,31961,246956,469402,141345,157284,61366,60386,1150801,581952,4146,91.0,60.0
123,Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,933983,12455,2000884,264482,26629,1403,300,82,372226,5710,24502,295057,641541,250044,310341,148530,84223,1749234,482078,4252,94.0,72.0
124,Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,812064,10282,1885732,136431,1954,1082,146,88,385609,7759,33731,260278,467128,183468,266108,139208,130723,1474304,434497,3648,93.0,74.0
125,Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,294795,2594,559848,22600,4413,147,80,2078,101940,576,4081,76197,146661,58188,52687,28396,14748,380328,192780,979,96.0,63.0
126,Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,591834,7173,1225087,78669,5733,2459,601,2823,267679,6726,24397,145678,266733,140235,190861,112460,85041,967020,261956,3256,96.0,75.0
127,Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,1097507,10771,2220974,158513,2863,662,337,131,398937,3456,19753,255905,601358,205420,283648,139773,71810,1575872,781582,3981,95.0,60.0
128,Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,554830,6392,1194745,142797,916,337,66,66,223424,2231,12870,168990,364667,78731,129584,57494,46355,856932,452891,2199,94.0,62.0
129,Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,231169,2371,549749,33565,500,248,91,38,117040,1653,5639,50588,150643,71637,63458,25119,22458,389163,137119,1463,95.0,67.0
130,Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1479050,23780,3397406,361388,5478,1918,1170,269,747352,21785,67370,383780,913928,402240,540278,204306,266295,2740751,738660,8498,93.0,72.0
131,Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,1084878,10909,2260560,148563,6375,614,168,52,438606,5262,25425,214062,597667,211423,333650,198963,110817,1691327,665058,3934,95.0,65.0
132,Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2553542,42040,5260193,660772,21052,5703,12902,3920,1252452,55694,149331,566242,1332690,807021,896927,433651,379505,4495898,942150,16368,79.0,75.0
133,Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,723500,9518,1620282,109681,1419,512,312,128,302068,2975,15309,234873,482679,165406,172947,61164,58389,1189959,493427,3227,93.0,62.0
134,Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,118257,1172,203545,3593,20029,69,32,560,29794,137,1393,43639,59954,17736,14872,7560,3490,149466,91160,325,101.0,62.0
135,Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1693473,17680,3713941,384579,23813,9340,2069,1124,798277,53606,117818,396624,865726,457662,504732,268451,314960,2868332,910219,9753,93.0,69.0
136,Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,743245,11833,1571147,94034,19661,1589,913,1417,329218,11020,31285,165459,303197,171712,212318,123281,90912,1093866,405928,3316,92.0,69.0
137,Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,372139,15753,955096,22143,3705,138202,381,110,199681,12899,32767,89558,170110,161844,163544,97980,91472,793235,222031,2781,88.0,72.0
138,Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,623006,14855,1611031,15515,873,2401,254,26,266244,5292,25236,186145,223049,198307,218631,148995,104875,1093788,459364,3349,89.0,65.0
139,Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,579229,32286,1588407,161680,9743,34572,640,249,333171,43437,82673,137902,220384,198551,282666,178846,259933,1306146,346567,5080,87.0,70.0
140,Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,369083,6558,779243,8360,996,150969,171,530,153301,3210,13142,103541,136663,99948,93526,61476,37741,542399,344534,1854,90.0,59.0
141,Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,544716,18228,1408801,70842,9725,15097,944,254,305751,67087,102343,126920,177453,175370,219200,150120,233402,1123831,263720,3107,85.0,73.0
142,Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,691621,16097,1701061,21650,1945,12270,334,33,285004,10132,33400,197303,230074,194595,202792,144626,105346,1093767,505251,3642,87.0,64.0
143,Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,326534,9254,945693,8247,734,1042,105,22,168558,5034,19241,90737,109829,115794,145258,97457,58826,627288,201028,2169,86.0,71.0
144,Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,523422,9114,1276669,23016,889,29103,172,56,222462,5263,23750,136892,185626,151682,154773,107994,64599,815843,419624,2674,87.0,62.0
145,Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,373899,9450,974520,8232,1769,87558,265,70,187349,3724,15301,119345,158239,124682,117753,82297,51043,662470,369869,2046,88.0,60.0
146,Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,516062,15311,1341002,31650,2049,126207,532,49,267223,11163,29253,155839,231354,188040,183590,124790,101387,1004186,429220,3368,89.0,65.0
147,Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,336780,6726,805175,15970,1943,140395,214,106,171908,7356,21951,94530,145392,118107,120790,81964,71007,642789,266638,2137,89.0,67.0
148,Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,338584,7639,913251,5660,301,1737,75,15,135455,2624,13908,94273,135849,126291,132765,94245,60296,654072,245602,1894,89.0,68.0
149,Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,211479,9870,490702,23451,2583,40951,1008,90,103455,18615,32174,45607,73584,60177,69163,48306,83256,388559,119222,1445,87.0,72.0
150,Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,412318,15824,1083936,86622,2261,25064,289,99,209965,10024,26719,118873,170565,143466,141473,91756,75774,752884,296212,2559,86.0,65.0
151,Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,337727,9782,889133,5713,701,1804,202,12,152651,5121,18092,81280,120860,122617,139646,95807,65143,635173,206827,1979,90.0,71.0
152,Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,345967,8521,1043887,8185,732,3916,200,24,193120,8482,27225,117097,150903,140782,168499,109596,100346,808357,248795,2299,87.0,70.0
153,Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,502003,11952,940255,9524,2186,338962,370,624,215527,6287,22706,141766,201349,153263,134559,83373,61620,792628,412353,2681,90.0,60.0
154,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,294035,4521,479782,32455,1559,2745,1740,14,96082,1615,5117,56272,96789,67653,64515,40440,15506,344427,154575,950,99.0,62.0
155,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,241931,3347,449412,3711,243,591,95,9,104120,2521,7525,37327,71107,72114,91184,64363,35620,376978,72551,878,110.0,79.0
156,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,443655,19876,1010014,91269,814,196,74,273,55929,1196,11037,159593,238344,211029,103334,59914,59612,835920,364848,1291,86.0,59.0
157,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,241931,3347,449412,3711,243,591,95,9,104120,2521,7525,37327,71107,72114,91184,64363,35620,376978,72551,878,110.0,79.0
158,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,443655,19876,1010014,91269,814,196,74,273,55929,1196,11037,159593,238344,211029,103334,59914,59612,835920,364848,1291,86.0,59.0
159,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,675170,15662,1461140,19797,3023,8929,14511,208,330081,8053,22753,127699,243617,223099,284124,192936,91236,1176288,271892,2878,101.0,76.0
160,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,56273,944,64732,448,485,249,18086,45,17865,354,2563,9400,13749,11437,11140,7871,5118,59428,16944,181,82.0,72.0
161,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,269084,2707,415669,2974,1568,1396,15377,83,91322,2623,7010,48384,77363,61854,58122,39081,23168,310349,103136,854,94.0,70.0
162,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,572671,7134,981412,9460,876,4081,2628,86,214491,5333,16401,100052,159043,132147,180188,128549,54139,763468,218570,1842,101.0,72.0
163,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,430926,7967,791449,11810,2025,4047,3262,197,172754,9177,24127,69967,113536,113305,141490,95341,80414,623801,137576,1668,92.0,75.0
164,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,280083,5313,476830,33215,577,15501,2645,86,91509,2220,8593,57853,100123,78103,67080,38282,23352,368841,140486,930,92.0,68.0
165,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,298737,4969,548579,14678,1452,13926,574,110,119866,5250,14478,50331,89407,83992,95232,59363,36803,423408,104084,1253,88.0,74.0
166,Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,215346,3427,480138,14275,390,26009,56,10,105929,2412,8238,51838,87913,81256,105204,60626,32120,424468,87735,987,98.0,77.0
167,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,151912,1932,187621,220614,472,422,21,42,61831,596,3077,43794,47350,62719,48359,31416,12647,248131,163565,1103,92.0,53.0
168,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,508622,10589,1289240,107489,12104,114272,470,321,294739,19905,46657,135391,185962,253542,261852,159257,146501,1173121,268279,3525,88.0,74.0
169,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,51873,1222,10341,108239,604,1171,20126,4,15824,235,1005,12732,19083,20874,16938,9826,3077,82938,39854,214,81.0,61.0
170,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,200431,3952,540063,64234,1828,9551,24,2,109422,1443,6112,69396,82715,106411,91522,47694,24330,426572,181297,936,89.0,63.0
171,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,188420,10615,13840,535159,1109,9440,35,18,73629,1537,5293,36201,54808,73991,67368,40931,31286,310482,190369,1068,91.0,52.0
172,Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,161393,3930,32604,431279,958,11188,83,2,62900,346,3342,55762,72024,69219,46062,29517,13962,288430,164044,629,89.0,55.0
173,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,407188,20095,42540,1177342,2746,12187,285,2,165403,16413,33831,88911,173309,178723,176409,132727,121856,904049,310225,3099,90.0,61.0
174,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,243672,2641,489044,59771,1962,3418,106,235,73999,1214,5744,58567,80129,86008,55024,29657,17345,330760,194838,1278,87.0,58.0
175,Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,685368,21671,1636460,241451,13730,4174,1890,160524,274726,9754,37997,242467,338861,342646,232434,154076,116396,1448037,595924,3604,92.0,62.0
176,Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,397690,14210,903179,116710,6565,888,35,12936,27037,590,9115,200861,161729,102033,63670,35342,21697,587378,467975,817,95.0,49.0
177,Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,551467,39361,1165140,302626,6027,143,188,16067,130193,1944,13550,217460,266292,190171,96331,54419,43979,875351,635544,1267,93.0,53.0
178,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,844504,25889,2149480,431762,11243,9727,331,77182,427173,11568,46646,317918,501453,449506,305054,186697,107382,1882625,662522,3954,91.0,64.0
179,Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,624779,23106,1044726,106865,86404,234,267,78622,62110,1193,10396,229157,229259,149009,69525,38383,25593,743623,601078,1323,98.0,51.0
180,Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,571431,14487,1104475,194680,17168,123,371,4591,29373,565,8881,207665,195565,147446,87844,46882,28144,716376,557852,1017,94.0,49.0
181,Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,1036277,32544,1856202,508586,14645,937,650,59218,125431,1944,19976,503261,443980,261309,146464,77540,55122,1496125,1047685,2384,94.0,51.0
182,Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,552191,18719,937126,289182,37795,97,128,47067,43230,874,11925,217607,190777,126766,79430,47395,30870,696847,653464,1057,94.0,46.0
183,Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,487508,12771,309563,51429,202449,221,531,457468,31687,831,7807,136719,242580,182260,82114,45613,23742,715941,322119,849,99.0,55.0
184,Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,326631,11547,550560,164406,4419,520,118,68564,49419,808,4959,131150,132014,85745,40613,22995,14802,428897,366012,540,95.0,54.0
185,Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,313379,9205,473049,69808,47653,120,128,133525,38194,340,6240,109491,121529,88787,46142,23885,13956,404807,349277,547,97.0,48.0
186,Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,221332,4449,112378,95012,16770,51,33,235987,28769,351,2954,82873,84920,63545,38503,21987,13847,306651,188323,388,99.0,56.0
187,Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,404584,19471,410127,322963,75865,356,283,88760,31414,328,4535,100367,133770,79045,29934,15700,9822,370163,548434,691,99.0,39.0
188,Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,713175,19911,1683169,238295,6164,734,188,5681,68238,2155,19981,303053,296937,231565,160964,100290,63595,1163521,803424,1515,93.0,53.0
189,Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1142867,38452,1612239,410759,193974,4826,932,677445,350908,22538,76565,361522,547583,495515,370847,247237,195181,2246309,613855,3805,95.0,66.0
190,Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,490202,43179,628044,398243,83208,198,245,38426,34879,591,9563,146399,171416,110822,52248,28087,19832,531397,637296,954,95.0,42.0
191,Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,288645,8011,201524,15103,306601,51,753,73930,16865,423,4649,82317,130068,97580,47836,24842,13674,397514,191341,496,100.0,57.0
192,Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,818081,44797,1634229,219991,3433,443,412,166,301389,3745,26297,242336,385986,147397,171505,115095,82319,1170429,608843,2890,99.0,59.0
193,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,459891,19457,890429,92252,5368,389,272,85,214253,3729,17066,100770,168165,126285,166677,82235,51015,705888,205062,1422,95.0,70.0
194,Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,2105668,60342,4038331,528412,18418,2037,1086,149,808827,17560,73497,544564,1057297,609600,532584,279583,201884,3282133,1346776,7045,97.0,64.0
195,Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,1116880,22832,2103633,320834,14014,1029,284,54,440374,9626,40190,275785,529576,219702,203139,121453,89475,1468497,787762,3886,98.0,58.0
196,Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,702608,18095,1289709,335184,35438,1145,30453,521,271439,3971,36072,188998,474921,194233,181076,105347,54900,1212360,515395,2448,96.0,61.0
197,Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,134525,1399,245151,1617,2709,68,1649,3793,12516,117,1462,25597,22787,14170,7192,6755,3421,80069,163278,1387,98.0,34.0
198,Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,927722,25379,1786830,369588,2433,558,374,499,326594,4987,36571,246391,430477,143199,182756,129109,96990,1253491,746979,2938,96.0,57.0
199,Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,565774,8873,1004553,101235,26000,182,109,4,238505,4510,18727,114570,257550,160083,177585,96470,72420,891309,204371,1996,101.0,72.0
200,Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,856587,26235,1520553,128751,3175,322,84,128,307257,5711,28897,188329,332648,196470,217567,132435,75262,1164789,452975,2374,97.0,66.0
201,Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,875207,31438,1658465,265805,5420,307,164,1743,372671,7320,39416,242130,446793,206686,269748,154781,123863,1476376,467414,3062,97.0,67.0
202,Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,784833,16463,1390020,386834,28747,1486,715,2748,347962,15013,49585,252596,383041,185530,227113,143453,137768,1363803,428556,3519,97.0,70.0
203,Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,495722,15485,907750,143665,3432,231,79,74,198064,3373,15625,121615,244640,112703,105150,63816,42053,702799,306138,1699,98.0,66.0
204,Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,1087028,25891,2011014,513125,8344,826,9589,330,404767,9752,52483,177860,579057,270622,290570,153746,104256,1596603,883704,5378,97.0,56.0
205,Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,903580,16126,1630814,120011,15611,289,623,3,400702,4851,23444,182255,354480,232531,292369,147837,103152,1340398,401227,2743,101.0,69.0
206,Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,730066,20217,1281878,297927,2406,419,68,702,295937,2456,17819,240925,430529,201965,158442,84357,55310,1188358,383494,2240,95.0,68.0
207,Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,278938,1549,448986,87274,17130,139,126,220,113931,3308,10758,51287,111562,75291,86232,54939,43225,430787,91352,942,102.0,74.0
208,Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,717872,24178,1305431,199873,26722,253,150,92,309494,5051,27235,138015,289841,228422,225498,107929,71422,1079088,399089,3389,98.0,66.0
209,Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,654766,18794,1218024,161770,4081,296,85,461,223166,2135,15263,222140,357098,127605,113028,72243,43967,946512,472182,1889,99.0,58.0
210,Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,871408,17834,1712695,77801,8506,322,299,109,391033,3367,20265,145178,309476,226552,308624,157839,102838,1270494,504734,2628,100.0,64.0
211,Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1314268,28162,2631985,290549,39361,1255,16194,493,640868,28397,80086,207091,537686,404565,452412,222230,212541,2063359,747237,4995,99.0,65.0
212,Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,903413,19095,1634062,272022,10394,538,2265,29,314547,5200,33903,147743,385673,163709,153346,82082,50463,997638,783126,2672,100.0,51.0
213,Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,780598,15087,1479424,234664,26521,400,120,367,363835,8791,35207,191641,385978,292481,251095,132138,111753,1383122,355222,3119,100.0,72.0
214,Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1354646,54523,2413812,245923,9130,477,187,161,562769,7971,41751,270373,500593,386998,423738,213588,143735,1969712,686274,4067,98.0,68.0
215,Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,513241,10580,1009179,96740,65838,232,161,155,224814,9070,24817,142493,286193,176260,178094,109663,107279,1018426,204028,2100,109.0,79.0
216,Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,804471,35865,1460447,224545,435056,268,146,311,507913,28842,71593,133039,334339,418953,573306,274789,198858,1991380,163991,3368,110.0,87.0
217,Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1249343,23976,1509557,514397,1248137,860,614,1083,771287,88737,184167,212263,446380,554817,702511,389793,429880,2848777,268315,6274,103.0,87.0
218,Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,516363,6888,541854,82206,481507,100,189,384,244844,8250,24863,79149,166604,209398,261237,136428,86136,958204,126589,1374,101.0,83.0
219,Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,824116,12875,1509592,742483,262526,424,1118,722,511167,32653,83940,204713,487016,491844,540383,308670,217203,2290106,279352,4432,114.0,85.0
220,Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,462998,24496,729987,486913,87454,151,362,152,237670,10378,32484,115476,268084,230416,238900,122657,76192,1068310,212905,1988,108.0,79.0
221,Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,912025,21511,1697635,508500,421598,208,272,619,630767,31542,83133,172247,406592,562529,595191,307950,233402,2341963,231286,3910,111.0,85.0
222,Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,735735,18523,983598,126499,858608,204,358,565,464039,37849,83999,117681,271496,373998,475724,280720,221350,1793308,134393,3071,104.0,89.0
223,Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,948981,13312,1734958,1211131,131516,297,235,588,641660,36791,107602,247996,564392,647221,630818,351267,250117,2744977,335520,4594,110.0,85.0
224,Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1062424,18423,1135259,2888849,81556,205,179,579,730119,27909,119918,415601,770417,814285,933793,392867,203779,3572086,622345,4838,110.0,81.0
225,Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1042340,25035,1875980,812936,114397,220,238,400,587583,27162,69440,249198,492864,608176,572412,232109,180540,2371669,439934,3929,107.0,80.0
226,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1231669,28587,2194057,452915,630573,404,301,1082,783872,71621,155321,206328,460690,642470,682156,389161,381782,2838716,309042,5770,109.0,84.0
227,Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1095727,27883,1823442,532839,757484,259,278,585,721625,56148,132774,222627,445696,524387,821831,362657,338600,2787333,307665,5612,111.0,86.0
228,Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,340077,4574,404460,234185,174453,61,312,286,149864,4712,15944,65326,144896,137227,184266,87042,51111,678654,131211,1095,103.0,79.0
229,Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,346471,7051,686524,21473,2132,606,86,35434,81338,1290,7266,113208,115716,93450,58536,42743,31646,458365,271733,787,98.0,58.0
230,Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,315270,10559,778214,40707,635,8009,1352,27,84720,619,6016,148647,117053,62802,51499,29551,22791,435809,359525,861,90.0,56.0
231,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,893014,19245,1519384,38542,5295,1050,72162,58064,277927,1712,13306,290699,312640,235251,168635,126308,74213,1215160,493415,1709,102.0,67.0
232,Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,653897,7451,1318869,58222,2967,2361,416,263,181139,1158,8516,157337,137116,74067,59100,42649,30754,503604,825034,1336,98.0,40.0
233,Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,786980,11849,1505745,37590,3271,1078,9651,13048,230974,2109,13755,239114,232532,176325,140402,105696,82761,982706,603098,1845,97.0,60.0
234,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,520768,9838,1595400,66776,973,4047,12215,73,107819,1166,14368,202629,261162,199044,140743,96011,50222,957870,388473,1786,84.0,64.0
235,Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,867457,24732,1755861,525434,23432,10789,21688,335,452912,40788,94729,229082,303171,287198,211371,178165,266618,1506450,462581,4298,92.0,70.0
236,Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,328339,8077,552526,180840,1199,1074,19883,99,112420,986,5058,107547,119468,69765,57058,42618,28237,429454,317962,989,95.0,54.0
237,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,751797,26390,1676918,70351,1980,968,250,102,176056,1880,15567,270951,236054,160310,112961,77787,59704,925604,770268,1947,88.0,54.0
238,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,957984,14585,1923920,100692,4893,2258,24471,25771,344875,3588,20034,284113,336391,225747,215098,167946,112383,1353819,663446,2513,96.0,62.0
239,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,574595,67383,1186420,47966,1681,1096,119,82,187731,1432,10504,197917,217296,150040,95032,64414,41158,771117,469038,1359,91.0,59.0
240,Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,321160,6839,747693,28483,683,490,7923,10,97696,616,5251,132176,131372,88949,73398,48978,34853,513988,260076,951,87.0,62.0
